"Key Model Metrics, by Asset Aggregate, Legal Form, and Financing Source, 2025 - 2035 (returns and EMTRs are in percent; tax wedges are in percentage points; weights are in millions of dollars)"
weighting_method,asset_aggs,legal_forms,financing,year,req_before_tax_returns,req_after_tax_returns_savers,total_tax_wedges,total_EMTRs,req_after_tax_returns_investors,c_corp_tax_wedges,c_corp_EMTRs,weights
uniformity,Other intellectual property products,c_corp,new_equity,2025,6.35,4.64,1.71,26.95,5.33,1.02,16.04,441602.82
uniformity,Other intellectual property products,c_corp,new_equity,2026,6.52,4.63,1.88,28.92,5.33,1.19,18.19,441602.82
uniformity,Other intellectual property products,c_corp,new_equity,2027,6.69,4.64,2.05,30.65,5.33,1.35,20.24,441602.82
uniformity,Other intellectual property products,c_corp,new_equity,2028,6.69,4.64,2.05,30.65,5.33,1.36,20.27,441602.82
uniformity,Other intellectual property products,c_corp,new_equity,2029,6.69,4.64,2.05,30.68,5.33,1.36,20.35,441602.82
uniformity,Other intellectual property products,c_corp,new_equity,2030,6.7,4.64,2.06,30.81,5.33,1.37,20.45,441602.82
uniformity,Other intellectual property products,c_corp,new_equity,2031,6.7,4.63,2.07,30.89,5.33,1.37,20.45,441602.82
uniformity,Other intellectual property products,c_corp,new_equity,2032,6.7,4.63,2.07,30.93,5.33,1.37,20.46,441602.82
uniformity,Other intellectual property products,c_corp,new_equity,2033,6.7,4.63,2.08,30.97,5.33,1.37,20.46,441602.82
uniformity,Other intellectual property products,c_corp,new_equity,2034,6.7,4.63,2.08,30.99,5.33,1.37,20.46,441602.82
uniformity,Other intellectual property products,c_corp,new_equity,2035,6.7,4.63,2.08,31.0,5.33,1.37,20.46,441602.82
uniformity,Other intellectual property products,c_corp,retained_earnings,2025,6.6,4.84,1.76,26.67,5.33,1.26,19.17,441602.82
uniformity,Other intellectual property products,c_corp,retained_earnings,2026,6.76,4.83,1.93,28.57,5.33,1.43,21.18,441602.82
uniformity,Other intellectual property products,c_corp,retained_earnings,2027,6.93,4.83,2.1,30.27,5.33,1.6,23.09,441602.82
uniformity,Other intellectual property products,c_corp,retained_earnings,2028,6.94,4.84,2.1,30.27,5.33,1.6,23.12,441602.82
uniformity,Other intellectual property products,c_corp,retained_earnings,2029,6.94,4.84,2.1,30.31,5.33,1.61,23.2,441602.82
uniformity,Other intellectual property products,c_corp,retained_earnings,2030,6.95,4.84,2.12,30.43,5.33,1.62,23.28,441602.82
uniformity,Other intellectual property products,c_corp,retained_earnings,2031,6.95,4.83,2.12,30.48,5.33,1.62,23.29,441602.82
uniformity,Other intellectual property products,c_corp,retained_earnings,2032,6.95,4.83,2.12,30.51,5.33,1.62,23.29,441602.82
uniformity,Other intellectual property products,c_corp,retained_earnings,2033,6.95,4.83,2.12,30.54,5.33,1.62,23.29,441602.82
uniformity,Other intellectual property products,c_corp,retained_earnings,2034,6.95,4.83,2.12,30.54,5.33,1.62,23.29,441602.82
uniformity,Other intellectual property products,c_corp,retained_earnings,2035,6.95,4.83,2.12,30.56,5.33,1.62,23.29,441602.82
uniformity,Other intellectual property products,c_corp,typical_equity,2025,6.47,4.74,1.74,26.8,5.33,1.14,17.64,883205.63
uniformity,Other intellectual property products,c_corp,typical_equity,2026,6.64,4.73,1.91,28.74,5.33,1.31,19.71,883205.63
uniformity,Other intellectual property products,c_corp,typical_equity,2027,6.81,4.74,2.07,30.45,5.33,1.48,21.69,883205.63
uniformity,Other intellectual property products,c_corp,typical_equity,2028,6.81,4.74,2.07,30.46,5.33,1.48,21.72,883205.63
uniformity,Other intellectual property products,c_corp,typical_equity,2029,6.82,4.74,2.08,30.49,5.33,1.49,21.8,883205.63
uniformity,Other intellectual property products,c_corp,typical_equity,2030,6.83,4.74,2.09,30.62,5.33,1.49,21.89,883205.63
uniformity,Other intellectual property products,c_corp,typical_equity,2031,6.83,4.73,2.09,30.68,5.33,1.5,21.9,883205.63
uniformity,Other intellectual property products,c_corp,typical_equity,2032,6.83,4.73,2.1,30.71,5.33,1.5,21.9,883205.63
uniformity,Other intellectual property products,c_corp,typical_equity,2033,6.83,4.73,2.1,30.75,5.33,1.5,21.9,883205.63
uniformity,Other intellectual property products,c_corp,typical_equity,2034,6.83,4.73,2.1,30.76,5.33,1.5,21.9,883205.63
uniformity,Other intellectual property products,c_corp,typical_equity,2035,6.83,4.73,2.1,30.78,5.33,1.5,21.9,883205.63
uniformity,Other intellectual property products,c_corp,debt,2025,5.38,4.74,0.64,11.88,5.33,0.05,0.84,383740.67
uniformity,Other intellectual property products,c_corp,debt,2026,5.57,4.73,0.84,15.07,5.33,0.24,4.31,383740.67
uniformity,Other intellectual property products,c_corp,debt,2027,5.74,4.74,1.01,17.52,5.33,0.41,7.13,383740.67
uniformity,Other intellectual property products,c_corp,debt,2028,5.76,4.74,1.02,17.7,5.33,0.42,7.36,383740.67
uniformity,Other intellectual property products,c_corp,debt,2029,5.77,4.74,1.03,17.9,5.33,0.44,7.64,383740.67
uniformity,Other intellectual property products,c_corp,debt,2030,5.8,4.74,1.06,18.28,5.33,0.46,8.01,383740.67
uniformity,Other intellectual property products,c_corp,debt,2031,5.79,4.73,1.06,18.24,5.33,0.46,7.88,383740.67
uniformity,Other intellectual property products,c_corp,debt,2032,5.79,4.73,1.06,18.25,5.33,0.45,7.85,383740.67
uniformity,Other intellectual property products,c_corp,debt,2033,5.79,4.73,1.06,18.32,5.33,0.46,7.88,383740.67
uniformity,Other intellectual property products,c_corp,debt,2034,5.78,4.73,1.05,18.23,5.33,0.45,7.77,383740.67
uniformity,Other intellectual property products,c_corp,debt,2035,5.78,4.73,1.05,18.24,5.33,0.45,7.75,383740.67
uniformity,Other intellectual property products,c_corp,typical (biz),2025,6.15,4.74,1.41,22.89,5.33,0.81,13.23,1266946.3
uniformity,Other intellectual property products,c_corp,typical (biz),2026,6.32,4.73,1.59,25.13,5.33,0.99,15.64,1266946.3
uniformity,Other intellectual property products,c_corp,typical (biz),2027,6.49,4.74,1.75,27.02,5.33,1.16,17.83,1266946.3
uniformity,Other intellectual property products,c_corp,typical (biz),2028,6.5,4.74,1.76,27.07,5.33,1.16,17.91,1266946.3
uniformity,Other intellectual property products,c_corp,typical (biz),2029,6.51,4.74,1.77,27.14,5.33,1.17,18.03,1266946.3
uniformity,Other intellectual property products,c_corp,typical (biz),2030,6.52,4.74,1.78,27.33,5.33,1.19,18.19,1266946.3
uniformity,Other intellectual property products,c_corp,typical (biz),2031,6.52,4.73,1.78,27.37,5.33,1.18,18.17,1266946.3
uniformity,Other intellectual property products,c_corp,typical (biz),2032,6.52,4.73,1.78,27.4,5.33,1.18,18.16,1266946.3
uniformity,Other intellectual property products,c_corp,typical (biz),2033,6.52,4.73,1.79,27.44,5.33,1.18,18.17,1266946.3
uniformity,Other intellectual property products,c_corp,typical (biz),2034,6.51,4.73,1.79,27.43,5.33,1.18,18.14,1266946.3
uniformity,Other intellectual property products,c_corp,typical (biz),2035,6.51,4.73,1.79,27.44,5.33,1.18,18.14,1266946.3
uniformity,Other intellectual property products,c_corp,typical (biz+ooh),2025,6.15,4.74,1.41,22.89,5.33,0.81,13.23,1266946.3
uniformity,Other intellectual property products,c_corp,typical (biz+ooh),2026,6.32,4.73,1.59,25.13,5.33,0.99,15.64,1266946.3
uniformity,Other intellectual property products,c_corp,typical (biz+ooh),2027,6.49,4.74,1.75,27.02,5.33,1.16,17.83,1266946.3
uniformity,Other intellectual property products,c_corp,typical (biz+ooh),2028,6.5,4.74,1.76,27.07,5.33,1.16,17.91,1266946.3
uniformity,Other intellectual property products,c_corp,typical (biz+ooh),2029,6.51,4.74,1.77,27.14,5.33,1.17,18.03,1266946.3
uniformity,Other intellectual property products,c_corp,typical (biz+ooh),2030,6.52,4.74,1.78,27.33,5.33,1.19,18.19,1266946.3
uniformity,Other intellectual property products,c_corp,typical (biz+ooh),2031,6.52,4.73,1.78,27.37,5.33,1.18,18.17,1266946.3
uniformity,Other intellectual property products,c_corp,typical (biz+ooh),2032,6.52,4.73,1.78,27.4,5.33,1.18,18.16,1266946.3
uniformity,Other intellectual property products,c_corp,typical (biz+ooh),2033,6.52,4.73,1.79,27.44,5.33,1.18,18.17,1266946.3
uniformity,Other intellectual property products,c_corp,typical (biz+ooh),2034,6.51,4.73,1.79,27.43,5.33,1.18,18.14,1266946.3
uniformity,Other intellectual property products,c_corp,typical (biz+ooh),2035,6.51,4.73,1.79,27.44,5.33,1.18,18.14,1266946.3
uniformity,Other intellectual property products,pass_thru,new_equity,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,pass_thru,new_equity,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,pass_thru,new_equity,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,pass_thru,new_equity,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,pass_thru,new_equity,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,pass_thru,new_equity,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,pass_thru,new_equity,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,pass_thru,new_equity,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,pass_thru,new_equity,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,pass_thru,new_equity,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,pass_thru,new_equity,2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,pass_thru,retained_earnings,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,pass_thru,retained_earnings,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,pass_thru,retained_earnings,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,pass_thru,retained_earnings,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,pass_thru,retained_earnings,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,pass_thru,retained_earnings,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,pass_thru,retained_earnings,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,pass_thru,retained_earnings,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,pass_thru,retained_earnings,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,pass_thru,retained_earnings,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,pass_thru,retained_earnings,2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,pass_thru,typical_equity,2025,6.01,4.74,1.27,21.13,NA,NA,NA,87342.47
uniformity,Other intellectual property products,pass_thru,typical_equity,2026,6.61,4.73,1.88,28.43,NA,NA,NA,87342.47
uniformity,Other intellectual property products,pass_thru,typical_equity,2027,6.87,4.74,2.13,31.07,NA,NA,NA,87342.47
uniformity,Other intellectual property products,pass_thru,typical_equity,2028,6.86,4.74,2.13,30.98,NA,NA,NA,87342.47
uniformity,Other intellectual property products,pass_thru,typical_equity,2029,6.86,4.74,2.12,30.93,NA,NA,NA,87342.47
uniformity,Other intellectual property products,pass_thru,typical_equity,2030,6.88,4.74,2.15,31.18,NA,NA,NA,87342.47
uniformity,Other intellectual property products,pass_thru,typical_equity,2031,6.87,4.73,2.14,31.1,NA,NA,NA,87342.47
uniformity,Other intellectual property products,pass_thru,typical_equity,2032,6.87,4.73,2.14,31.1,NA,NA,NA,87342.47
uniformity,Other intellectual property products,pass_thru,typical_equity,2033,6.88,4.73,2.15,31.23,NA,NA,NA,87342.47
uniformity,Other intellectual property products,pass_thru,typical_equity,2034,6.87,4.73,2.14,31.15,NA,NA,NA,87342.47
uniformity,Other intellectual property products,pass_thru,typical_equity,2035,6.87,4.73,2.14,31.18,NA,NA,NA,87342.47
uniformity,Other intellectual property products,pass_thru,debt,2025,5.2,4.74,0.46,8.86,NA,NA,NA,31494.2
uniformity,Other intellectual property products,pass_thru,debt,2026,5.3,4.73,0.57,10.75,NA,NA,NA,31494.2
uniformity,Other intellectual property products,pass_thru,debt,2027,5.57,4.74,0.83,14.97,NA,NA,NA,31494.2
uniformity,Other intellectual property products,pass_thru,debt,2028,5.6,4.74,0.86,15.38,NA,NA,NA,31494.2
uniformity,Other intellectual property products,pass_thru,debt,2029,5.63,4.74,0.89,15.76,NA,NA,NA,31494.2
uniformity,Other intellectual property products,pass_thru,debt,2030,5.65,4.74,0.92,16.2,NA,NA,NA,31494.2
uniformity,Other intellectual property products,pass_thru,debt,2031,5.65,4.73,0.91,16.18,NA,NA,NA,31494.2
uniformity,Other intellectual property products,pass_thru,debt,2032,5.64,4.73,0.91,16.18,NA,NA,NA,31494.2
uniformity,Other intellectual property products,pass_thru,debt,2033,5.64,4.73,0.91,16.19,NA,NA,NA,31494.2
uniformity,Other intellectual property products,pass_thru,debt,2034,5.63,4.73,0.91,16.09,NA,NA,NA,31494.2
uniformity,Other intellectual property products,pass_thru,debt,2035,5.63,4.73,0.9,16.07,NA,NA,NA,31494.2
uniformity,Other intellectual property products,pass_thru,typical (biz),2025,5.77,4.74,1.03,17.82,NA,NA,NA,118836.67
uniformity,Other intellectual property products,pass_thru,typical (biz),2026,6.22,4.73,1.49,23.91,NA,NA,NA,118836.67
uniformity,Other intellectual property products,pass_thru,typical (biz),2027,6.48,4.74,1.74,26.92,NA,NA,NA,118836.67
uniformity,Other intellectual property products,pass_thru,typical (biz),2028,6.48,4.74,1.75,26.94,NA,NA,NA,118836.67
uniformity,Other intellectual property products,pass_thru,typical (biz),2029,6.49,4.74,1.75,26.99,NA,NA,NA,118836.67
uniformity,Other intellectual property products,pass_thru,typical (biz),2030,6.51,4.74,1.78,27.29,NA,NA,NA,118836.67
uniformity,Other intellectual property products,pass_thru,typical (biz),2031,6.5,4.73,1.77,27.22,NA,NA,NA,118836.67
uniformity,Other intellectual property products,pass_thru,typical (biz),2032,6.5,4.73,1.77,27.22,NA,NA,NA,118836.67
uniformity,Other intellectual property products,pass_thru,typical (biz),2033,6.51,4.73,1.78,27.32,NA,NA,NA,118836.67
uniformity,Other intellectual property products,pass_thru,typical (biz),2034,6.5,4.73,1.77,27.24,NA,NA,NA,118836.67
uniformity,Other intellectual property products,pass_thru,typical (biz),2035,6.5,4.73,1.77,27.26,NA,NA,NA,118836.67
uniformity,Other intellectual property products,pass_thru,typical (biz+ooh),2025,5.77,4.74,1.03,17.82,NA,NA,NA,118836.67
uniformity,Other intellectual property products,pass_thru,typical (biz+ooh),2026,6.22,4.73,1.49,23.91,NA,NA,NA,118836.67
uniformity,Other intellectual property products,pass_thru,typical (biz+ooh),2027,6.48,4.74,1.74,26.92,NA,NA,NA,118836.67
uniformity,Other intellectual property products,pass_thru,typical (biz+ooh),2028,6.48,4.74,1.75,26.94,NA,NA,NA,118836.67
uniformity,Other intellectual property products,pass_thru,typical (biz+ooh),2029,6.49,4.74,1.75,26.99,NA,NA,NA,118836.67
uniformity,Other intellectual property products,pass_thru,typical (biz+ooh),2030,6.51,4.74,1.78,27.29,NA,NA,NA,118836.67
uniformity,Other intellectual property products,pass_thru,typical (biz+ooh),2031,6.5,4.73,1.77,27.22,NA,NA,NA,118836.67
uniformity,Other intellectual property products,pass_thru,typical (biz+ooh),2032,6.5,4.73,1.77,27.22,NA,NA,NA,118836.67
uniformity,Other intellectual property products,pass_thru,typical (biz+ooh),2033,6.51,4.73,1.78,27.32,NA,NA,NA,118836.67
uniformity,Other intellectual property products,pass_thru,typical (biz+ooh),2034,6.5,4.73,1.77,27.24,NA,NA,NA,118836.67
uniformity,Other intellectual property products,pass_thru,typical (biz+ooh),2035,6.5,4.73,1.77,27.26,NA,NA,NA,118836.67
uniformity,Other intellectual property products,ooh,new_equity,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,new_equity,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,new_equity,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,new_equity,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,new_equity,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,new_equity,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,new_equity,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,new_equity,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,new_equity,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,new_equity,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,new_equity,2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,retained_earnings,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,retained_earnings,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,retained_earnings,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,retained_earnings,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,retained_earnings,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,retained_earnings,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,retained_earnings,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,retained_earnings,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,retained_earnings,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,retained_earnings,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,retained_earnings,2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,typical_equity,2025,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,typical_equity,2026,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,typical_equity,2027,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,typical_equity,2028,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,typical_equity,2029,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,typical_equity,2030,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,typical_equity,2031,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,typical_equity,2032,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,typical_equity,2033,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,typical_equity,2034,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,typical_equity,2035,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,debt,2025,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,debt,2026,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,debt,2027,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,debt,2028,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,debt,2029,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,debt,2030,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,debt,2031,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,debt,2032,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,debt,2033,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,debt,2034,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,debt,2035,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,typical (biz),2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,typical (biz),2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,typical (biz),2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,typical (biz),2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,typical (biz),2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,typical (biz),2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,typical (biz),2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,typical (biz),2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,typical (biz),2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,typical (biz),2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,typical (biz),2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,ooh,typical (biz+ooh),2025,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,typical (biz+ooh),2026,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,typical (biz+ooh),2027,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,typical (biz+ooh),2028,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,typical (biz+ooh),2029,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,typical (biz+ooh),2030,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,typical (biz+ooh),2031,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,typical (biz+ooh),2032,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,typical (biz+ooh),2033,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,typical (biz+ooh),2034,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,ooh,typical (biz+ooh),2035,NA,NA,NA,NA,NA,NA,NA,0.0
uniformity,Other intellectual property products,biz,new_equity,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,new_equity,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,new_equity,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,new_equity,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,new_equity,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,new_equity,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,new_equity,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,new_equity,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,new_equity,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,new_equity,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,new_equity,2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,retained_earnings,2025,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,retained_earnings,2026,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,retained_earnings,2027,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,retained_earnings,2028,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,retained_earnings,2029,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,retained_earnings,2030,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,retained_earnings,2031,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,retained_earnings,2032,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,retained_earnings,2033,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,retained_earnings,2034,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,retained_earnings,2035,NA,NA,NA,NA,NA,NA,NA,NA
uniformity,Other intellectual property products,biz,typical_equity,2025,6.43,4.74,1.7,26.35,NA,NA,NA,970548.1
uniformity,Other intellectual property products,biz,typical_equity,2026,6.64,4.73,1.91,28.72,NA,NA,NA,970548.1
uniformity,Other intellectual property products,biz,typical_equity,2027,6.81,4.74,2.08,30.51,NA,NA,NA,970548.1
uniformity,Other intellectual property products,biz,typical_equity,2028,6.82,4.74,2.08,30.5,NA,NA,NA,970548.1
uniformity,Other intellectual property products,biz,typical_equity,2029,6.82,4.74,2.08,30.53,NA,NA,NA,970548.1
uniformity,Other intellectual property products,biz,typical_equity,2030,6.83,4.74,2.09,30.66,NA,NA,NA,970548.1
uniformity,Other intellectual property products,biz,typical_equity,2031,6.83,4.73,2.1,30.71,NA,NA,NA,970548.1
uniformity,Other intellectual property products,biz,typical_equity,2032,6.83,4.73,2.1,30.75,NA,NA,NA,970548.1
uniformity,Other intellectual property products,biz,typical_equity,2033,6.83,4.73,2.1,30.79,NA,NA,NA,970548.1
uniformity,Other intellectual property products,biz,typical_equity,2034,6.83,4.73,2.1,30.8,NA,NA,NA,970548.1
uniformity,Other intellectual property products,biz,typical_equity,2035,6.83,4.73,2.1,30.81,NA,NA,NA,970548.1
uniformity,Other intellectual property products,biz,debt,2025,5.36,4.74,0.62,11.63,NA,NA,NA,415234.88
uniformity,Other intellectual property products,biz,debt,2026,5.55,4.73,0.82,14.71,NA,NA,NA,415234.88
uniformity,Other intellectual property products,biz,debt,2027,5.73,4.74,0.99,17.3,NA,NA,NA,415234.88
uniformity,Other intellectual property products,biz,debt,2028,5.74,4.74,1.01,17.51,NA,NA,NA,415234.88
uniformity,Other intellectual property products,biz,debt,2029,5.76,4.74,1.02,17.72,NA,NA,NA,415234.88
uniformity,Other intellectual property products,biz,debt,2030,5.78,4.74,1.05,18.11,NA,NA,NA,415234.88
uniformity,Other intellectual property products,biz,debt,2031,5.78,4.73,1.04,18.06,NA,NA,NA,415234.88
uniformity,Other intellectual property products,biz,debt,2032,5.77,4.73,1.04,18.07,NA,NA,NA,415234.88
uniformity,Other intellectual property products,biz,debt,2033,5.78,4.73,1.05,18.14,NA,NA,NA,415234.88
uniformity,Other intellectual property products,biz,debt,2034,5.77,4.73,1.04,18.05,NA,NA,NA,415234.88
uniformity,Other intellectual property products,biz,debt,2035,5.77,4.73,1.04,18.05,NA,NA,NA,415234.88
uniformity,Other intellectual property products,biz,typical (biz),2025,6.11,4.74,1.37,22.48,NA,NA,NA,1385782.97
uniformity,Other intellectual property products,biz,typical (biz),2026,6.31,4.73,1.58,25.03,NA,NA,NA,1385782.97
uniformity,Other intellectual property products,biz,typical (biz),2027,6.49,4.74,1.75,27.01,NA,NA,NA,1385782.97
uniformity,Other intellectual property products,biz,typical (biz),2028,6.49,4.74,1.76,27.06,NA,NA,NA,1385782.97
